id,voc_type_cd,voc_type_nm,voc_cnt,day_cnt
E1030797,12,업무협조,1,1
E1030798,9,해지,2,1
E1030799,7,AS,1,1
E1030799,8,품질,1,1
E1030800,6,청구 수/미납,1,1
E1030800,9,해지,1,1
E1030800,12,업무협조,1,1
E1030801,9,해지,1,1
E1030802,9,해지,1,1
E1030803,1,가입,2,1
E1030804,4,이용,1,1
E1030805,6,청구 수/미납,1,1
E1030806,12,업무협조,1,1
E1030807,9,해지,1,1
E1030808,8,품질,1,1
E1030808,12,업무협조,2,1
E1030809,7,AS,1,1
E1030809,8,품질,1,1
E1030810,1,가입,1,1
E1030811,3,채널,1,1
E1030811,4,이용,1,1
E1030811,5,변경/조회,1,1
E1030811,12,업무협조,3,2
E1030812,9,해지,1,1
E1030813,4,이용,1,1
E1030814,6,청구 수/미납,2,1
E1030814,7,AS,1,1
E1030814,9,해지,1,1
E1030815,8,품질,1,1
E1030815,9,해지,1,1
E1030816,9,해지,1,1
E1030816,12,업무협조,1,1
E1030817,9,해지,1,1
E1030818,6,청구 수/미납,1,1
E1030818,12,업무협조,1,1
E1030819,9,해지,1,1
E1030820,6,청구 수/미납,1,1
E1030821,12,업무협조,2,2
E1030822,5,변경/조회,1,1
E1030822,9,해지,1,1
E1030822,10,혜택,2,2
E1030822,12,업무협조,2,1
E1030823,9,해지,1,1
E1030824,1,가입,1,1
E1030825,6,청구 수/미납,1,1
E1030826,3,채널,1,1
E1030827,1,가입,1,1
E1030828,5,변경/조회,1,1
E1030828,12,업무협조,1,1
E1030829,9,해지,1,1
E1030830,6,청구 수/미납,1,1
E1030831,9,해지,1,1
E1030832,12,업무협조,1,1
E1030833,4,이용,2,2
E1030834,6,청구 수/미납,1,1
E1030835,1,가입,1,1
E1030836,9,해지,2,1
E1030837,10,혜택,1,1
E1030837,12,업무협조,2,1
E1030838,5,변경/조회,1,1
E1030839,6,청구 수/미납,1,1
E1030839,8,품질,1,1
E1030840,9,해지,1,1
E1030841,8,품질,1,1
E1030842,6,청구 수/미납,1,1
E1030843,5,변경/조회,1,1
E1030844,12,업무협조,1,1
E1030845,9,해지,1,1
E1030845,12,업무협조,1,1
E1030846,4,이용,1,1
E1030846,5,변경/조회,1,1
E1030846,9,해지,1,1
E1030847,10,혜택,1,1
E1030848,3,채널,1,1
E1030848,5,변경/조회,1,1
E1030848,12,업무협조,1,1
E1030849,5,변경/조회,1,1
E1030850,5,변경/조회,1,1
E1030851,4,이용,1,1
E1030851,9,해지,2,2
E1030852,9,해지,1,1
E1030853,9,해지,1,1
E1030854,12,업무협조,1,1
E1030855,5,변경/조회,1,1
E1030855,9,해지,1,1
E1030856,7,AS,2,1
E1030856,8,품질,1,1
E1030857,6,청구 수/미납,1,1
E1030858,12,업무협조,2,2
E1030859,1,가입,1,1
E1030859,12,업무협조,1,1
E1030860,8,품질,1,1
E1030861,6,청구 수/미납,1,1
E1030861,9,해지,1,1
E1030861,12,업무협조,1,1
E1030862,9,해지,1,1
E1030863,9,해지,1,1
E1030864,9,해지,1,1
E1030865,6,청구 수/미납,1,1
E1030866,9,해지,1,1
E1030867,1,가입,1,1
E1030868,6,청구 수/미납,1,1
E1030869,4,이용,1,1
E1030870,9,해지,3,2
E1030870,12,업무협조,3,2
E1030871,3,채널,1,1
E1030871,12,업무협조,2,1
E1030872,12,업무협조,1,1
E1030873,12,업무협조,1,1
E1030874,9,해지,1,1
E1030875,8,품질,1,1
E1030876,5,변경/조회,1,1
E1030877,7,AS,1,1
E1030877,8,품질,1,1
E1030878,9,해지,1,1
E1030879,9,해지,1,1
E1030880,12,업무협조,5,3
E1030881,6,청구 수/미납,2,1
E1030882,5,변경/조회,1,1
E1030882,9,해지,2,2
E1030883,9,해지,2,2
E1030884,3,채널,1,1
E1030884,4,이용,1,1
E1030884,12,업무협조,2,2
E1030885,10,혜택,1,1
E1030886,3,채널,1,1
E1030886,12,업무협조,1,1
E1030887,5,변경/조회,1,1
E1030888,5,변경/조회,1,1
E1030888,9,해지,1,1
E1030889,4,이용,2,2
E1030889,12,업무협조,2,2
E1030890,5,변경/조회,1,1
E1030891,10,혜택,1,1
E1030892,1,가입,1,1
E1030893,4,이용,1,1
E1030894,6,청구 수/미납,1,1
E1030895,9,해지,1,1
E1030896,6,청구 수/미납,1,1
E1030897,9,해지,1,1
E1030898,8,품질,1,1
E1030899,6,청구 수/미납,1,1
E1030900,6,청구 수/미납,1,1
E1030901,4,이용,1,1
E1030902,5,변경/조회,2,2
E1030902,12,업무협조,1,1
E1030903,6,청구 수/미납,2,2
E1030904,6,청구 수/미납,1,1
E1030904,12,업무협조,1,1
E1030905,5,변경/조회,2,1
E1030905,12,업무협조,1,1
E1030906,6,청구 수/미납,1,1
E1030907,4,이용,1,1
E1030907,6,청구 수/미납,1,1
E1030908,7,AS,3,2
E1030908,8,품질,2,2
E1030909,12,업무협조,2,2
E1030910,12,업무협조,1,1
E1030911,6,청구 수/미납,1,1
E1030912,9,해지,1,1
E1030913,4,이용,1,1
E1030914,5,변경/조회,1,1
E1030915,5,변경/조회,1,1
E1030916,6,청구 수/미납,1,1
E1030917,9,해지,1,1
E1030918,9,해지,1,1
E1030919,6,청구 수/미납,1,1
E1030920,6,청구 수/미납,1,1
E1030920,10,혜택,1,1
E1030920,12,업무협조,1,1
E1030921,5,변경/조회,1,1
E1030922,8,품질,1,1
E1030923,10,혜택,1,1
E1030924,6,청구 수/미납,1,1
E1030925,9,해지,1,1
E1030926,3,채널,2,2
E1030926,6,청구 수/미납,2,2
E1030926,12,업무협조,1,1
E1030927,3,채널,1,1
E1030927,8,품질,1,1
E1030928,6,청구 수/미납,1,1
E1030929,12,업무협조,1,1
E1030930,9,해지,1,1
E1030931,6,청구 수/미납,1,1
E1030932,1,가입,1,1
E1030932,7,AS,1,1
E1030932,8,품질,1,1
E1030933,9,해지,1,1
E1030934,4,이용,1,1
E1030935,6,청구 수/미납,2,2
E1030936,12,업무협조,1,1
E1030937,5,변경/조회,1,1
E1030938,12,업무협조,1,1
E1030939,4,이용,1,1
E1030939,5,변경/조회,2,2
E1030939,6,청구 수/미납,1,1
E1030939,10,혜택,1,1
E1030940,5,변경/조회,1,1
E1030941,9,해지,1,1
E1030942,5,변경/조회,1,1
E1030943,8,품질,1,1
E1030944,1,가입,1,1
E1030945,1,가입,1,1
E1030946,6,청구 수/미납,2,1
E1030947,6,청구 수/미납,1,1
E1030948,4,이용,2,2
E1030948,9,해지,2,2
E1030949,12,업무협조,1,1
E1030950,5,변경/조회,1,1
E1030951,9,해지,1,1
E1030952,5,변경/조회,1,1
E1030952,12,업무협조,1,1
E1030953,9,해지,1,1
E1030954,12,업무협조,1,1
E1030955,11,정보보호/언론보도,1,1
E1030955,12,업무협조,1,1
E1030956,6,청구 수/미납,1,1
E1030957,6,청구 수/미납,2,2
E1030958,6,청구 수/미납,1,1
E1030959,5,변경/조회,1,1
E1030959,9,해지,1,1
E1030959,12,업무협조,1,1
E1030960,4,이용,1,1
E1030960,9,해지,1,1
E1030960,12,업무협조,1,1
E1030961,12,업무협조,1,1
E1030962,6,청구 수/미납,1,1
E1030963,4,이용,1,1
E1030963,12,업무협조,3,2
E1030964,9,해지,1,1
E1030964,12,업무협조,2,2
E1030965,6,청구 수/미납,1,1
E1030965,12,업무협조,1,1
E1030966,6,청구 수/미납,2,2
E1030967,8,품질,1,1
E1030967,10,혜택,1,1
E1030967,12,업무협조,1,1
E1030968,9,해지,1,1
E1030969,4,이용,1,1
E1030969,9,해지,1,1
E1030970,1,가입,1,1
E1030970,3,채널,1,1
E1030970,12,업무협조,1,1
E1030971,4,이용,1,1
E1030971,10,혜택,1,1
E1030972,6,청구 수/미납,1,1
E1030973,6,청구 수/미납,1,1
E1030974,1,가입,1,1
E1030974,12,업무협조,1,1
E1030975,9,해지,1,1
E1030976,4,이용,1,1
E1030977,9,해지,1,1
E1030978,9,해지,1,1
E1030979,12,업무협조,1,1
E1030980,10,혜택,1,1
E1030981,4,이용,1,1
E1030982,9,해지,1,1
E1030983,5,변경/조회,1,1
E1030984,5,변경/조회,1,1
E1030985,9,해지,1,1
E1030986,12,업무협조,1,1
E1030987,9,해지,2,1
E1030988,12,업무협조,1,1
E1030989,5,변경/조회,1,1
E1030990,12,업무협조,1,1
E1030991,5,변경/조회,1,1
E1030992,5,변경/조회,1,1
E1030993,9,해지,1,1
E1030994,9,해지,1,1
E1030995,2,개통,1,1
E1030995,5,변경/조회,1,1
E1030995,6,청구 수/미납,1,1
E1030995,12,업무협조,2,2
E1030996,5,변경/조회,1,1
E1030997,3,채널,1,1
E1030998,12,업무협조,2,1
E1030999,12,업무협조,1,1
E1031000,1,가입,3,1
E1031000,4,이용,1,1
E1031000,12,업무협조,1,1
E1031001,6,청구 수/미납,1,1
E1031002,8,품질,1,1
E1031003,4,이용,1,1
E1031004,4,이용,1,1
E1031005,5,변경/조회,2,2
E1031006,1,가입,1,1
E1031007,9,해지,2,1
E1031008,9,해지,1,1
E1031009,4,이용,2,2
E1031009,9,해지,1,1
E1031010,6,청구 수/미납,1,1
E1031011,6,청구 수/미납,2,2
E1031012,5,변경/조회,1,1
E1031013,12,업무협조,1,1
E1031014,12,업무협조,1,1
E1031015,6,청구 수/미납,1,1
E1031016,6,청구 수/미납,1,1
E1031017,9,해지,1,1
E1031018,12,업무협조,1,1
E1031019,5,변경/조회,1,1
E1031020,8,품질,1,1
E1031021,1,가입,1,1
E1031022,8,품질,1,1
E1031023,2,개통,2,2
E1031023,5,변경/조회,1,1
E1031024,5,변경/조회,1,1
E1031025,1,가입,1,1
E1031025,5,변경/조회,1,1
E1031025,12,업무협조,1,1
E1031026,5,변경/조회,2,1
E1031026,9,해지,3,2
E1031026,12,업무협조,1,1
E1031027,1,가입,1,1
E1031028,3,채널,1,1
E1031029,6,청구 수/미납,1,1
E1031029,9,해지,1,1
E1031030,6,청구 수/미납,1,1
E1031031,4,이용,1,1
E1031031,6,청구 수/미납,1,1
E1031031,12,업무협조,2,1
E1031032,3,채널,1,1
E1031033,1,가입,1,1
E1031034,8,품질,1,1
E1031035,6,청구 수/미납,1,1
E1031036,4,이용,1,1
E1031036,8,품질,1,1
E1031037,3,채널,5,5
E1031037,12,업무협조,1,1
E1031038,6,청구 수/미납,1,1
E1031039,6,청구 수/미납,1,1
E1031040,3,채널,1,1
E1031041,6,청구 수/미납,1,1
E1031041,12,업무협조,1,1
E1031042,6,청구 수/미납,1,1
E1031043,5,변경/조회,1,1
E1031043,9,해지,1,1
E1031044,8,품질,2,1
E1031045,8,품질,1,1
E1031046,5,변경/조회,1,1
E1031046,12,업무협조,1,1
E1031047,5,변경/조회,1,1
E1031048,4,이용,1,1
E1031049,12,업무협조,1,1
E1031050,6,청구 수/미납,1,1
E1031050,9,해지,1,1
E1031051,4,이용,1,1
E1031052,1,가입,1,1
E1031052,5,변경/조회,1,1
E1031053,8,품질,1,1
E1031054,8,품질,1,1
E1031054,12,업무협조,1,1
E1031055,9,해지,1,1
E1031056,3,채널,1,1
E1031057,6,청구 수/미납,1,1
E1031057,12,업무협조,1,1
E1031058,5,변경/조회,1,1
E1031059,6,청구 수/미납,1,1
E1031060,1,가입,1,1
E1031060,6,청구 수/미납,1,1
E1031061,4,이용,1,1
E1031062,12,업무협조,2,1
E1031063,1,가입,1,1
E1031064,8,품질,1,1
E1031065,12,업무협조,1,1
E1031066,5,변경/조회,1,1
E1031067,4,이용,1,1
E1031068,3,채널,1,1
E1031068,5,변경/조회,3,2
E1031068,6,청구 수/미납,1,1
E1031068,9,해지,2,1
E1031068,12,업무협조,3,2
E1031069,4,이용,1,1
E1031069,12,업무협조,1,1
E1031070,9,해지,1,1
E1031071,9,해지,1,1
E1031072,9,해지,1,1
E1031073,5,변경/조회,2,2
E1031073,8,품질,1,1
E1031073,12,업무협조,2,1
E1031074,9,해지,1,1
E1031075,9,해지,1,1
E1031076,8,품질,1,1
E1031077,5,변경/조회,1,1
E1031078,9,해지,1,1
E1031079,12,업무협조,2,1
E1031080,6,청구 수/미납,1,1
E1031081,6,청구 수/미납,1,1
E1031082,5,변경/조회,1,1
E1031083,12,업무협조,1,1
E1031084,5,변경/조회,2,2
E1031084,9,해지,1,1
E1031085,9,해지,1,1
E1031086,5,변경/조회,1,1
E1031087,6,청구 수/미납,2,2
E1031088,12,업무협조,1,1
E1031089,1,가입,1,1
E1031090,8,품질,1,1
E1031090,12,업무협조,1,1
E1031091,9,해지,1,1
E1031092,4,이용,1,1
E1031092,8,품질,1,1
E1031092,12,업무협조,2,1
E1031093,5,변경/조회,1,1
E1031094,1,가입,1,1
E1031095,2,개통,1,1
E1031095,12,업무협조,1,1
E1031096,12,업무협조,1,1
E1031097,9,해지,1,1
E1031098,4,이용,1,1
E1031098,5,변경/조회,1,1
E1031099,4,이용,1,1
E1031100,5,변경/조회,1,1
E1031101,9,해지,1,1
E1031102,3,채널,1,1
E1031102,12,업무협조,2,1
E1031103,9,해지,1,1
E1031104,6,청구 수/미납,1,1
E1031105,1,가입,1,1
E1031106,3,채널,3,1
E1031107,9,해지,1,1
E1031108,4,이용,1,1
E1031109,1,가입,1,1
E1031110,10,혜택,1,1
E1031111,6,청구 수/미납,1,1
E1031112,4,이용,1,1
E1031113,9,해지,1,1
E1031114,9,해지,1,1
E1031115,10,혜택,1,1
E1031116,9,해지,1,1
E1031117,8,품질,2,1
E1031118,8,품질,1,1
E1031119,9,해지,2,1
E1031120,6,청구 수/미납,1,1
E1031121,5,변경/조회,1,1
E1031122,12,업무협조,1,1
E1031123,9,해지,2,2
E1031123,12,업무협조,1,1
E1031124,12,업무협조,1,1
E1031125,4,이용,1,1
E1031125,12,업무협조,1,1
E1031126,6,청구 수/미납,1,1
E1031127,5,변경/조회,1,1
E1031127,10,혜택,1,1
E1031128,6,청구 수/미납,1,1
E1031129,6,청구 수/미납,1,1
E1031130,1,가입,2,2
E1031131,6,청구 수/미납,1,1
E1031132,9,해지,1,1
E1031132,12,업무협조,1,1
E1031133,9,해지,1,1
E1031134,4,이용,3,2
E1031135,1,가입,1,1
E1031136,1,가입,1,1
E1031137,9,해지,2,2
E1031138,9,해지,5,3
E1031138,12,업무협조,1,1
E1031139,9,해지,1,1
E1031140,2,개통,1,1
E1031140,5,변경/조회,1,1
E1031140,9,해지,1,1
E1031140,12,업무협조,1,1
E1031141,9,해지,1,1
E1031142,12,업무협조,1,1
E1031143,12,업무협조,1,1
E1031144,6,청구 수/미납,1,1
E1031145,6,청구 수/미납,1,1
E1031146,6,청구 수/미납,1,1
E1031147,9,해지,1,1
E1031148,12,업무협조,1,1
E1031149,6,청구 수/미납,1,1
E1031150,5,변경/조회,1,1
E1031151,11,정보보호/언론보도,1,1
E1031152,5,변경/조회,1,1
E1031152,12,업무협조,1,1
E1031153,4,이용,1,1
E1031153,5,변경/조회,1,1
E1031153,7,AS,2,2
E1031153,8,품질,1,1
E1031153,12,업무협조,1,1
E1031154,12,업무협조,1,1
E1031155,9,해지,1,1
E1031156,5,변경/조회,1,1
E1031157,1,가입,1,1
E1031157,5,변경/조회,1,1
E1031157,12,업무협조,2,1
E1031158,12,업무협조,1,1
E1031159,1,가입,1,1
E1031159,5,변경/조회,1,1
E1031160,1,가입,1,1
E1031161,4,이용,1,1
E1031162,9,해지,1,1
E1031162,12,업무협조,1,1
E1031163,8,품질,1,1
E1031164,7,AS,1,1
E1031164,8,품질,1,1
E1031165,1,가입,1,1
E1031165,12,업무협조,1,1
E1031166,12,업무협조,1,1
E1031167,12,업무협조,1,1
E1031168,9,해지,1,1
E1031169,3,채널,2,2
E1031169,9,해지,2,2
E1031170,5,변경/조회,1,1
E1031170,9,해지,1,1
E1031171,3,채널,1,1
E1031171,5,변경/조회,1,1
E1031172,6,청구 수/미납,1,1
E1031173,6,청구 수/미납,1,1
E1031174,5,변경/조회,1,1
E1031175,6,청구 수/미납,1,1
E1031176,6,청구 수/미납,1,1
E1031176,12,업무협조,1,1
E1031177,1,가입,1,1
E1031178,5,변경/조회,1,1
E1031178,6,청구 수/미납,1,1
E1031179,9,해지,1,1
E1031180,1,가입,1,1
E1031180,5,변경/조회,1,1
E1031180,12,업무협조,1,1
E1031181,9,해지,1,1
E1031182,6,청구 수/미납,1,1
E1031183,9,해지,1,1
E1031184,1,가입,1,1
E1031185,12,업무협조,2,1
E1031186,5,변경/조회,1,1
E1031187,8,품질,1,1
E1031188,8,품질,1,1
E1031189,5,변경/조회,1,1
E1031189,12,업무협조,1,1
E1031190,10,혜택,1,1
E1031191,5,변경/조회,1,1
E1031192,12,업무협조,1,1
E1031193,9,해지,1,1
E1031194,6,청구 수/미납,1,1
E1031195,9,해지,1,1
E1031196,2,개통,1,1
E1031196,5,변경/조회,1,1
E1031196,9,해지,1,1
E1031197,9,해지,1,1
E1031198,4,이용,1,1
E1031199,9,해지,2,1
E1031200,9,해지,2,2
E1031201,6,청구 수/미납,1,1
E1031202,7,AS,1,1
E1031202,8,품질,1,1
E1031203,10,혜택,1,1
E1031204,2,개통,1,1
E1031204,6,청구 수/미납,1,1
E1031205,6,청구 수/미납,1,1
E1031206,1,가입,1,1
E1031206,4,이용,2,2
E1031207,3,채널,1,1
E1031207,9,해지,3,2
E1031208,12,업무협조,1,1
E1031209,9,해지,1,1
E1031210,12,업무협조,1,1
E1031211,10,혜택,1,1
E1031212,5,변경/조회,1,1
E1031213,4,이용,1,1
E1031213,5,변경/조회,1,1
E1031214,4,이용,1,1
E1031214,12,업무협조,1,1
E1031215,4,이용,1,1
E1031216,5,변경/조회,1,1
E1031217,9,해지,1,1
E1031218,3,채널,1,1
E1031218,6,청구 수/미납,1,1
E1031218,8,품질,1,1
E1031218,9,해지,1,1
E1031218,10,혜택,1,1
E1031218,12,업무협조,6,4
E1031219,1,가입,1,1
E1031219,12,업무협조,1,1
E1031220,9,해지,1,1
E1031221,3,채널,3,2
E1031221,9,해지,1,1
E1031222,5,변경/조회,1,1
E1031223,1,가입,1,1
E1031223,3,채널,1,1
E1031223,4,이용,1,1
E1031223,12,업무협조,2,2
E1031224,7,AS,1,1
E1031224,9,해지,2,2
E1031225,9,해지,1,1
E1031226,3,채널,1,1
E1031227,6,청구 수/미납,1,1
E1031228,6,청구 수/미납,2,2
E1031229,8,품질,1,1
E1031230,3,채널,1,1
E1031230,9,해지,2,2
E1031231,1,가입,1,1
E1031231,2,개통,1,1
E1031231,5,변경/조회,1,1
E1031231,8,품질,1,1
E1031232,1,가입,1,1
E1031233,1,가입,1,1
E1031233,12,업무협조,1,1
E1031234,5,변경/조회,1,1
E1031234,9,해지,2,1
E1031235,12,업무협조,1,1
E1031236,6,청구 수/미납,1,1
E1031237,5,변경/조회,1,1
E1031238,12,업무협조,1,1
E1031239,6,청구 수/미납,1,1
E1031240,1,가입,1,1
E1031241,5,변경/조회,1,1
E1031242,9,해지,1,1
E1031243,6,청구 수/미납,1,1
E1031244,8,품질,1,1
E1031245,6,청구 수/미납,1,1
E1031246,7,AS,1,1
E1031246,8,품질,1,1
E1031247,6,청구 수/미납,1,1
E1031248,9,해지,1,1
E1031249,7,AS,2,2
E1031249,8,품질,1,1
E1031250,3,채널,1,1
E1031250,9,해지,1,1
E1031251,9,해지,1,1
E1031252,1,가입,1,1
E1031253,9,해지,1,1
E1031254,4,이용,1,1
E1031254,5,변경/조회,1,1
E1031254,12,업무협조,1,1
E1031255,1,가입,1,1
E1031256,9,해지,1,1
E1031257,1,가입,1,1
E1031258,6,청구 수/미납,1,1
E1031259,4,이용,1,1
E1031260,5,변경/조회,2,2
E1031261,1,가입,1,1
E1031262,8,품질,1,1
E1031263,1,가입,1,1
E1031264,5,변경/조회,1,1
E1031265,9,해지,1,1
E1031266,5,변경/조회,1,1
E1031267,1,가입,1,1
E1031267,4,이용,1,1
E1031268,5,변경/조회,1,1
E1031268,8,품질,1,1
E1031268,12,업무협조,1,1
E1031269,6,청구 수/미납,1,1
E1031269,9,해지,2,1
E1031270,12,업무협조,1,1
E1031271,5,변경/조회,1,1
E1031271,6,청구 수/미납,1,1
E1031271,12,업무협조,1,1
E1031272,9,해지,1,1
E1031272,12,업무협조,2,1
E1031273,6,청구 수/미납,1,1
E1031274,6,청구 수/미납,1,1
E1031275,4,이용,2,2
E1031275,12,업무협조,1,1
E1031276,5,변경/조회,2,2
E1031276,9,해지,1,1
E1031276,12,업무협조,2,2
E1031277,6,청구 수/미납,2,2
E1031278,6,청구 수/미납,1,1
E1031278,12,업무협조,1,1
E1031279,6,청구 수/미납,1,1
E1031280,6,청구 수/미납,1,1
E1031281,3,채널,3,1
E1031282,6,청구 수/미납,1,1
E1031283,6,청구 수/미납,1,1
E1031284,10,혜택,1,1
E1031285,9,해지,1,1
E1031286,5,변경/조회,1,1
E1031287,12,업무협조,1,1
E1031288,12,업무협조,1,1
E1031289,6,청구 수/미납,1,1
E1031290,12,업무협조,1,1
E1031291,3,채널,1,1
E1031292,4,이용,1,1
E1031292,12,업무협조,1,1
E1031293,5,변경/조회,1,1
E1031293,8,품질,1,1
E1031294,8,품질,1,1
E1031295,4,이용,2,2
E1031296,6,청구 수/미납,1,1
E1031296,12,업무협조,1,1
E1031297,6,청구 수/미납,2,1
E1031298,8,품질,1,1
E1031298,12,업무협조,1,1
E1031299,4,이용,1,1
E1031299,5,변경/조회,1,1
E1031300,6,청구 수/미납,1,1
E1031301,4,이용,1,1
E1031301,6,청구 수/미납,1,1
E1031302,9,해지,1,1
E1031303,6,청구 수/미납,1,1
E1031304,1,가입,1,1
E1031305,5,변경/조회,1,1
E1031305,8,품질,1,1
E1031305,12,업무협조,1,1
E1031306,1,가입,1,1
E1031307,8,품질,2,2
E1031308,12,업무협조,1,1
E1031309,5,변경/조회,1,1
E1031309,12,업무협조,1,1
E1031310,9,해지,1,1
E1031311,5,변경/조회,1,1
E1031312,5,변경/조회,1,1
E1031313,6,청구 수/미납,1,1
E1031313,12,업무협조,1,1
E1031314,5,변경/조회,1,1
E1031314,9,해지,1,1
E1031315,5,변경/조회,2,2
E1031316,6,청구 수/미납,1,1
E1031317,5,변경/조회,1,1
E1031317,7,AS,1,1
E1031317,9,해지,3,1
E1031317,12,업무협조,3,2
E1031318,12,업무협조,1,1
E1031319,3,채널,1,1
E1031320,9,해지,1,1
E1031321,4,이용,1,1
E1031322,5,변경/조회,1,1
E1031323,5,변경/조회,1,1
E1031324,12,업무협조,1,1
E1031325,8,품질,1,1
E1031326,2,개통,1,1
E1031326,7,AS,1,1
E1031327,5,변경/조회,1,1
E1031328,1,가입,1,1
E1031329,9,해지,1,1
E1031330,6,청구 수/미납,1,1
E1031331,6,청구 수/미납,2,1
E1031332,12,업무협조,1,1
E1031333,1,가입,1,1
E1031334,1,가입,1,1
E1031335,12,업무협조,1,1
E1031336,9,해지,1,1
E1031337,9,해지,1,1
E1031338,1,가입,1,1
E1031339,9,해지,1,1
E1031340,9,해지,1,1
E1031341,9,해지,1,1
E1031342,6,청구 수/미납,1,1
E1031343,12,업무협조,1,1
E1031344,9,해지,1,1
E1031345,5,변경/조회,1,1
E1031345,12,업무협조,1,1
E1031346,1,가입,1,1
E1031347,9,해지,1,1
E1031348,12,업무협조,1,1
E1031349,1,가입,1,1
E1031350,10,혜택,1,1
E1031351,6,청구 수/미납,1,1
E1031352,6,청구 수/미납,1,1
E1031352,7,AS,1,1
E1031352,8,품질,1,1
E1031352,9,해지,3,2
E1031352,12,업무협조,1,1
E1031353,9,해지,1,1
E1031353,12,업무협조,1,1
E1031354,6,청구 수/미납,1,1
E1031355,9,해지,1,1
E1031356,3,채널,1,1
E1031356,5,변경/조회,1,1
E1031356,12,업무협조,2,1
E1031357,1,가입,1,1
E1031357,6,청구 수/미납,1,1
E1031357,12,업무협조,2,2
E1031358,5,변경/조회,1,1
E1031358,8,품질,1,1
E1031359,4,이용,3,2
E1031359,5,변경/조회,2,2
E1031359,6,청구 수/미납,2,2
E1031360,12,업무협조,1,1
E1031361,1,가입,1,1
E1031362,8,품질,1,1
E1031362,12,업무협조,2,2
E1031363,10,혜택,2,2
E1031363,12,업무협조,1,1
E1031364,6,청구 수/미납,1,1
E1031365,9,해지,1,1
E1031366,9,해지,2,1
E1031367,6,청구 수/미납,1,1
E1031368,1,가입,1,1
E1031368,4,이용,1,1
E1031369,9,해지,2,2
E1031370,9,해지,1,1
E1031371,9,해지,1,1
E1031372,1,가입,1,1
E1031372,6,청구 수/미납,1,1
E1031372,12,업무협조,1,1
E1031373,1,가입,1,1
E1031374,3,채널,1,1
E1031375,8,품질,2,1
E1031375,12,업무협조,1,1
E1031376,4,이용,1,1
E1031377,9,해지,1,1
E1031378,1,가입,1,1
E1031379,9,해지,1,1
E1031380,5,변경/조회,2,2
E1031381,1,가입,1,1
E1031381,3,채널,1,1
E1031381,12,업무협조,1,1
E1031382,9,해지,1,1
E1031383,1,가입,2,2
E1031384,3,채널,1,1
E1031384,6,청구 수/미납,1,1
E1031384,12,업무협조,2,2
E1031385,4,이용,1,1
E1031385,12,업무협조,2,1
E1031386,3,채널,1,1
E1031386,12,업무협조,3,1
E1031387,8,품질,1,1
E1031388,2,개통,1,1
E1031388,5,변경/조회,2,2
E1031389,9,해지,1,1
E1031390,5,변경/조회,1,1
E1031391,12,업무협조,1,1
E1031392,6,청구 수/미납,1,1
E1031393,6,청구 수/미납,2,2
E1031393,12,업무협조,2,2
E1031394,6,청구 수/미납,1,1
E1031394,12,업무협조,1,1
E1031395,7,AS,1,1
E1031395,8,품질,1,1
E1031396,8,품질,1,1
E1031397,8,품질,1,1
E1031398,10,혜택,1,1
E1031398,12,업무협조,1,1
E1031399,12,업무협조,1,1
E1031400,5,변경/조회,1,1
E1031401,6,청구 수/미납,1,1
E1031402,1,가입,1,1
E1031403,1,가입,1,1
E1031404,9,해지,1,1
E1031405,5,변경/조회,1,1
E1031405,9,해지,1,1
E1031406,12,업무협조,1,1
E1031407,5,변경/조회,1,1
E1031408,1,가입,1,1
E1031409,9,해지,1,1
E1031410,1,가입,1,1
E1031411,1,가입,1,1
E1031411,12,업무협조,1,1
E1031412,1,가입,1,1
E1031412,5,변경/조회,1,1
E1031413,1,가입,1,1
E1031413,3,채널,1,1
E1031414,12,업무협조,1,1
E1031415,4,이용,1,1
E1031415,12,업무협조,1,1
E1031416,6,청구 수/미납,1,1
E1031417,9,해지,2,1
E1031418,8,품질,1,1
E1031419,9,해지,1,1
E1031420,9,해지,1,1
E1031421,5,변경/조회,1,1
E1031422,4,이용,1,1
E1031423,8,품질,1,1
E1031424,3,채널,1,1
E1031425,9,해지,1,1
E1031426,8,품질,1,1
E1031427,6,청구 수/미납,1,1
E1031428,7,AS,1,1
E1031428,8,품질,1,1
E1031429,5,변경/조회,1,1
E1031430,9,해지,1,1
E1031431,4,이용,1,1
E1031432,9,해지,1,1
E1031433,6,청구 수/미납,1,1
E1031434,10,혜택,1,1
E1031434,12,업무협조,4,2
E1031435,9,해지,1,1
E1031436,1,가입,1,1
E1031436,4,이용,1,1
E1031436,6,청구 수/미납,1,1
E1031437,1,가입,1,1
E1031437,5,변경/조회,1,1
E1031437,8,품질,1,1
E1031437,12,업무협조,1,1
E1031438,8,품질,1,1
E1031439,1,가입,1,1
E1031440,12,업무협조,2,2
E1031441,9,해지,1,1
E1031442,6,청구 수/미납,1,1
E1031443,9,해지,1,1
E1031444,1,가입,1,1
E1031445,2,개통,1,1
E1031445,3,채널,1,1
E1031445,8,품질,1,1
E1031445,9,해지,1,1
E1031445,12,업무협조,2,2
E1031446,1,가입,1,1
E1031447,6,청구 수/미납,1,1
E1031448,5,변경/조회,1,1
E1031449,6,청구 수/미납,1,1
E1031449,12,업무협조,1,1
E1031450,5,변경/조회,1,1
E1031450,9,해지,1,1
E1031450,12,업무협조,2,1
E1031451,1,가입,1,1
